record_id,title,document_type,technology_domain,incident_type,severity,region,affected_system,root_cause,resolution_status,document_owner,last_updated,description,resolution_steps,lessons_learned,tags
SOP-0010,SOP: handling performance issue in SCADA,SOP,SCADA,Performance Issue,S2,All,All,Procedural,Resolved,SCADA Operations Team,2025-12-11,"Standard operating procedure for diagnosing and resolving performance issue events in the SCADA domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the polling interval check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,scada|performance-issue|sop
SOP-0011,SOP: handling degradation in SCADA,SOP,SCADA,Degradation,S2,All,All,Procedural,Resolved,SCADA Operations Team,2026-01-15,"Standard operating procedure for diagnosing and resolving degradation events in the SCADA domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the polling interval check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,scada|degradation|sop
SOP-0012,SOP: handling degradation in Core Network,SOP,Core Network,Degradation,S2,All,All,Procedural,Resolved,Core Mobility Team,2025-06-17,"Standard operating procedure for diagnosing and resolving degradation events in the Core Network domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the GTP tunnel check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,core network|degradation|sop
SOP-0013,SOP: handling configuration issue in Access Network,SOP,Access Network,Configuration Issue,S2,All,All,Procedural,Resolved,Access Engineering Team,2026-08-20,"Standard operating procedure for diagnosing and resolving configuration issue events in the Access Network domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the RF carrier check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,access network|configuration-issue|sop
SOP-0014,SOP: handling polling failure in Power Systems,SOP,Power Systems,Polling Failure,S2,All,All,Procedural,Resolved,Power Infrastructure Team,2024-01-21,"Standard operating procedure for diagnosing and resolving polling failure events in the Power Systems domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the DC bus check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,power systems|polling-failure|sop
SOP-0015,SOP: handling polling failure in Microwave,SOP,Microwave,Polling Failure,S2,All,All,Procedural,Resolved,Microwave Team,2024-03-20,"Standard operating procedure for diagnosing and resolving polling failure events in the Microwave domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the radio link check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,microwave|polling-failure|sop
SOP-0016,SOP: handling connectivity loss in SCADA,SOP,SCADA,Connectivity Loss,S2,All,All,Procedural,Resolved,SCADA Operations Team,2025-05-28,"Standard operating procedure for diagnosing and resolving connectivity loss events in the SCADA domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the polling interval check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,scada|connectivity-loss|sop
SOP-0017,SOP: handling configuration issue in NMS/OSS,SOP,NMS/OSS,Configuration Issue,S2,All,All,Procedural,Resolved,NMS Engineering Team,2026-11-06,"Standard operating procedure for diagnosing and resolving configuration issue events in the NMS/OSS domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the alarm correlation check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,nms-oss|configuration-issue|sop
SOP-0018,SOP: handling degradation in Microwave,SOP,Microwave,Degradation,S2,All,All,Procedural,Resolved,Microwave Team,2025-04-05,"Standard operating procedure for diagnosing and resolving degradation events in the Microwave domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the radio link check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,microwave|degradation|sop
SOP-0019,SOP: handling alarm in IP/MPLS,SOP,IP/MPLS,Alarm,S2,All,All,Procedural,Resolved,IP Backbone Team,2026-11-04,"Standard operating procedure for diagnosing and resolving alarm events in the IP/MPLS domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the BGP session check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,ip-mpls|alarm|sop
SOP-0020,SOP: handling degradation in DWDM,SOP,DWDM,Degradation,S2,All,All,Procedural,Resolved,Optical Transport Team,2025-03-11,"Standard operating procedure for diagnosing and resolving degradation events in the DWDM domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the optical channel check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,dwdm|degradation|sop
SOP-0021,SOP: handling configuration issue in Microwave,SOP,Microwave,Configuration Issue,S2,All,All,Procedural,Resolved,Microwave Team,2026-11-17,"Standard operating procedure for diagnosing and resolving configuration issue events in the Microwave domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the radio link check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,microwave|configuration-issue|sop
SOP-0022,SOP: handling degradation in NMS/OSS,SOP,NMS/OSS,Degradation,S2,All,All,Procedural,Resolved,NMS Engineering Team,2025-08-11,"Standard operating procedure for diagnosing and resolving degradation events in the NMS/OSS domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the alarm correlation check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,nms-oss|degradation|sop
SOP-0023,SOP: handling connectivity loss in Access Network,SOP,Access Network,Connectivity Loss,S2,All,All,Procedural,Resolved,Access Engineering Team,2025-11-09,"Standard operating procedure for diagnosing and resolving connectivity loss events in the Access Network domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the RF carrier check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,access network|connectivity-loss|sop
SOP-0024,SOP: handling performance issue in Access Network,SOP,Access Network,Performance Issue,S2,All,All,Procedural,Resolved,Access Engineering Team,2024-11-09,"Standard operating procedure for diagnosing and resolving performance issue events in the Access Network domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the RF carrier check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,access network|performance-issue|sop
SOP-0025,SOP: handling performance issue in IP/MPLS,SOP,IP/MPLS,Performance Issue,S2,All,All,Procedural,Resolved,IP Backbone Team,2025-11-16,"Standard operating procedure for diagnosing and resolving performance issue events in the IP/MPLS domain. Covers triage, escalation, and closure steps.",Step 1: confirm alarm scope. Step 2: classify by technology and severity. Step 3: apply the BGP session check. Step 4: escalate per matrix if unresolved in 10 minutes.,Refer to the SOP first before opening a new incident closure record.,ip-mpls|performance-issue|sop
